WAIC,pD WAIC,DIC,pD DIC
3204.264633,95.03077432,3326.19788,229.3296803
3785.760633,165.1567444,3988.487309,410.1417087
4423.678859,127.7208152,4571.353316,295.3431165
11413.70412,387.9083339,11886.0385,934.8145055
