WAIC,pD WAIC,DIC,pD DIC
3197.53949,95.95625719,3319.397709,233.793309
3791.327952,175.2465239,3955.708125,385.1497247
4415.697694,124.5546819,4563.556273,294.9386729
11404.56514,395.757463,11838.66211,913.8817066
